id,subtype,identifier,hardness,resistance,step_sound,light_opacity,light_level,flags
76,1,redstone_torch,0.0,0.0,step.wood,0,7,0
77,8,stone_button,0.5,0.5,step.stone,0,0,0
77,0,stone_button,0.5,0.5,step.stone,0,0,0
77,13,stone_button,0.5,0.5,step.stone,0,0,0
77,5,stone_button,0.5,0.5,step.stone,0,0,0
77,12,stone_button,0.5,0.5,step.stone,0,0,0
77,4,stone_button,0.5,0.5,step.stone,0,0,0
77,11,stone_button,0.5,0.5,step.stone,0,0,0
77,3,stone_button,0.5,0.5,step.stone,0,0,0
77,10,stone_button,0.5,0.5,step.stone,0,0,0
77,2,stone_button,0.5,0.5,step.stone,0,0,0
77,9,stone_button,0.5,0.5,step.stone,0,0,0
77,1,stone_button,0.5,0.5,step.stone,0,0,0
78,0,snow_layer,0.1,0.1,step.snow,0,0,0
78,1,snow_layer,0.1,0.1,step.snow,0,0,0
78,2,snow_layer,0.1,0.1,step.snow,0,0,0
78,3,snow_layer,0.1,0.1,step.snow,0,0,0
78,4,snow_layer,0.1,0.1,step.snow,0,0,0
78,5,snow_layer,0.1,0.1,step.snow,0,0,0
78,6,snow_layer,0.1,0.1,step.snow,0,0,0
78,7,snow_layer,0.1,0.1,step.snow,0,0,0
79,0,ice,0.5,0.5,step.stone,3,0,0
80,0,snow,0.2,0.2,step.snow,255,0,0
81,0,cactus,0.4,0.4,step.cloth,0,0,0
81,1,cactus,0.4,0.4,step.cloth,0,0,0
81,2,cactus,0.4,0.4,step.cloth,0,0,0
81,3,cactus,0.4,0.4,step.cloth,0,0,0
81,4,cactus,0.4,0.4,step.cloth,0,0,0
81,5,cactus,0.4,0.4,step.cloth,0,0,0
81,6,cactus,0.4,0.4,step.cloth,0,0,0
81,7,cactus,0.4,0.4,step.cloth,0,0,0
81,8,cactus,0.4,0.4,step.cloth,0,0,0
81,9,cactus,0.4,0.4,step.cloth,0,0,0
81,10,cactus,0.4,0.4,step.cloth,0,0,0
81,11,cactus,0.4,0.4,step.cloth,0,0,0
81,12,cactus,0.4,0.4,step.cloth,0,0,0
81,13,cactus,0.4,0.4,step.cloth,0,0,0
81,14,cactus,0.4,0.4,step.cloth,0,0,0
81,15,cactus,0.4,0.4,step.cloth,0,0,0
82,0,clay,0.6,0.6,step.gravel,255,0,0
83,0,reeds,0.0,0.0,step.grass,0,0,0
83,1,reeds,0.0,0.0,step.grass,0,0,0
83,2,reeds,0.0,0.0,step.grass,0,0,0
83,3,reeds,0.0,0.0,step.grass,0,0,0
83,4,reeds,0.0,0.0,step.grass,0,0,0
83,5,reeds,0.0,0.0,step.grass,0,0,0
83,6,reeds,0.0,0.0,step.grass,0,0,0
83,7,reeds,0.0,0.0,step.grass,0,0,0
83,8,reeds,0.0,0.0,step.grass,0,0,0
83,9,reeds,0.0,0.0,step.grass,0,0,0
83,10,reeds,0.0,0.0,step.grass,0,0,0
83,11,reeds,0.0,0.0,step.grass,0,0,0
83,12,reeds,0.0,0.0,step.grass,0,0,0
83,13,reeds,0.0,0.0,step.grass,0,0,0
83,14,reeds,0.0,0.0,step.grass,0,0,0
83,15,reeds,0.0,0.0,step.grass,0,0,0
84,1,jukebox,2.0,6.0,step.stone,255,0,0
84,0,jukebox,2.0,6.0,step.stone,255,0,0
85,0,fence,2.0,3.0,step.wood,0,0,0
86,2,pumpkin,1.0,1.0,step.wood,255,0,0
86,0,pumpkin,1.0,1.0,step.wood,255,0,0
86,1,pumpkin,1.0,1.0,step.wood,255,0,0
86,3,pumpkin,1.0,1.0,step.wood,255,0,0
87,0,netherrack,0.4,0.4,step.stone,255,0,0
88,0,soul_sand,0.5,0.5,step.sand,255,0,0
89,0,glowstone,0.3,0.3,step.stone,255,15,0
90,1,portal,-1.0,0.0,step.stone,0,11,0
90,2,portal,-1.0,0.0,step.stone,0,11,0
91,2,lit_pumpkin,1.0,1.0,step.wood,255,15,0
91,0,lit_pumpkin,1.0,1.0,step.wood,255,15,0
91,1,lit_pumpkin,1.0,1.0,step.wood,255,15,0
91,3,lit_pumpkin,1.0,1.0,step.wood,255,15,0
92,0,cake,0.5,0.5,step.cloth,0,0,0
92,1,cake,0.5,0.5,step.cloth,0,0,0
92,2,cake,0.5,0.5,step.cloth,0,0,0
92,3,cake,0.5,0.5,step.cloth,0,0,0
92,4,cake,0.5,0.5,step.cloth,0,0,0
92,5,cake,0.5,0.5,step.cloth,0,0,0
92,6,cake,0.5,0.5,step.cloth,0,0,0
93,2,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,0,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,1,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,3,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,6,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,4,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,5,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,7,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,10,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,8,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,9,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,11,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,14,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,12,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,13,unpowered_repeater,0.0,0.0,step.wood,0,0,0
93,15,unpowered_repeater,0.0,0.0,step.wood,0,0,0
94,2,powered_repeater,0.0,0.0,step.wood,0,0,0
94,0,powered_repeater,0.0,0.0,step.wood,0,0,0
94,1,powered_repeater,0.0,0.0,step.wood,0,0,0
94,3,powered_repeater,0.0,0.0,step.wood,0,0,0
94,6,powered_repeater,0.0,0.0,step.wood,0,0,0
94,4,powered_repeater,0.0,0.0,step.wood,0,0,0
94,5,powered_repeater,0.0,0.0,step.wood,0,0,0
94,7,powered_repeater,0.0,0.0,step.wood,0,0,0
94,10,powered_repeater,0.0,0.0,step.wood,0,0,0
94,8,powered_repeater,0.0,0.0,step.wood,0,0,0
94,9,powered_repeater,0.0,0.0,step.wood,0,0,0
94,11,powered_repeater,0.0,0.0,step.wood,0,0,0
94,14,powered_repeater,0.0,0.0,step.wood,0,0,0
94,12,powered_repeater,0.0,0.0,step.wood,0,0,0
94,13,powered_repeater,0.0,0.0,step.wood,0,0,0
94,15,powered_repeater,0.0,0.0,step.wood,0,0,0
95,0,stained_glass,0.3,0.3,step.stone,0,0,0
95,1,red_stained_glass,0.3,0.3,step.stone,0,0,0
95,2,green_stained_glass,0.3,0.3,step.stone,0,0,0
95,3,brown_stained_glass,0.3,0.3,step.stone,0,0,0
95,4,blue_stained_glass,0.3,0.3,step.stone,0,0,0
95,5,purple_stained_glass,0.3,0.3,step.stone,0,0,0
95,6,cyan_stained_glass,0.3,0.3,step.stone,0,0,0
95,7,silver_stained_glass,0.3,0.3,step.stone,0,0,0
95,8,gray_stained_glass,0.3,0.3,step.stone,0,0,0
95,9,pink_stained_glass,0.3,0.3,step.stone,0,0,0
95,10,lime_stained_glass,0.3,0.3,step.stone,0,0,0
95,11,yellow_stained_glass,0.3,0.3,step.stone,0,0,0
95,12,light_blue_stained_glass,0.3,0.3,step.stone,0,0,0
95,13,magenta_stained_glass,0.3,0.3,step.stone,0,0,0
95,14,orange_stained_glass,0.3,0.3,step.stone,0,0,0
95,15,white_stained_glass,0.3,0.3,step.stone,0,0,0
96,12,trapdoor,3.0,3.0,step.wood,0,0,0
96,8,trapdoor,3.0,3.0,step.wood,0,0,0
96,4,trapdoor,3.0,3.0,step.wood,0,0,0
96,0,trapdoor,3.0,3.0,step.wood,0,0,0
96,13,trapdoor,3.0,3.0,step.wood,0,0,0
96,9,trapdoor,3.0,3.0,step.wood,0,0,0
96,5,trapdoor,3.0,3.0,step.wood,0,0,0
96,1,trapdoor,3.0,3.0,step.wood,0,0,0
96,14,trapdoor,3.0,3.0,step.wood,0,0,0
96,10,trapdoor,3.0,3.0,step.wood,0,0,0
96,6,trapdoor,3.0,3.0,step.wood,0,0,0
96,2,trapdoor,3.0,3.0,step.wood,0,0,0
96,15,trapdoor,3.0,3.0,step.wood,0,0,0
96,11,trapdoor,3.0,3.0,step.wood,0,0,0
96,7,trapdoor,3.0,3.0,step.wood,0,0,0
96,3,trapdoor,3.0,3.0,step.wood,0,0,0
97,0,monster_egg,0.75,0.75,step.stone,255,0,0
97,1,cobblestone_monster_egg,0.75,0.75,step.stone,255,0,0
97,2,stone_brick_monster_egg,0.75,0.75,step.stone,255,0,0
97,3,mossy_brick_monster_egg,0.75,0.75,step.stone,255,0,0
97,4,cracked_brick_monster_egg,0.75,0.75,step.stone,255,0,0
97,5,chiseled_brick_monster_egg,0.75,0.75,step.stone,255,0,0
98,0,stonebrick,1.5,6.0,step.stone,255,0,0
98,1,mossy_stonebrick,1.5,6.0,step.stone,255,0,0
98,2,cracked_stonebrick,1.5,6.0,step.stone,255,0,0
98,3,chiseled_stonebrick,1.5,6.0,step.stone,255,0,0
99,1,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
99,2,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
99,3,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
99,4,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
99,5,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
99,6,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
99,7,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
99,8,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
99,9,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
99,10,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
99,0,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
99,14,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
99,15,brown_mushroom_block,0.2,0.2,step.wood,255,0,0
100,1,red_mushroom_block,0.2,0.2,step.wood,255,0,0
100,2,red_mushroom_block,0.2,0.2,step.wood,255,0,0
100,3,red_mushroom_block,0.2,0.2,step.wood,255,0,0
100,4,red_mushroom_block,0.2,0.2,step.wood,255,0,0
100,5,red_mushroom_block,0.2,0.2,step.wood,255,0,0
100,6,red_mushroom_block,0.2,0.2,step.wood,255,0,0
100,7,red_mushroom_block,0.2,0.2,step.wood,255,0,0
100,8,red_mushroom_block,0.2,0.2,step.wood,255,0,0
100,9,red_mushroom_block,0.2,0.2,step.wood,255,0,0
100,10,red_mushroom_block,0.2,0.2,step.wood,255,0,0
100,0,red_mushroom_block,0.2,0.2,step.wood,255,0,0
100,14,red_mushroom_block,0.2,0.2,step.wood,255,0,0
100,15,red_mushroom_block,0.2,0.2,step.wood,255,0,0
101,0,iron_bars,5.0,6.0,step.stone,0,0,0
102,0,glass_pane,0.3,0.3,step.stone,0,0,0
103,0,melon_block,1.0,1.0,step.wood,255,0,0
104,0,pumpkin_stem,0.0,0.0,step.wood,0,0,0
104,1,pumpkin_stem,0.0,0.0,step.wood,0,0,0
104,2,pumpkin_stem,0.0,0.0,step.wood,0,0,0
104,3,pumpkin_stem,0.0,0.0,step.wood,0,0,0
104,4,pumpkin_stem,0.0,0.0,step.wood,0,0,0
104,5,pumpkin_stem,0.0,0.0,step.wood,0,0,0
104,6,pumpkin_stem,0.0,0.0,step.wood,0,0,0
104,7,pumpkin_stem,0.0,0.0,step.wood,0,0,0
105,0,melon_stem,0.0,0.0,step.wood,0,0,0
105,1,melon_stem,0.0,0.0,step.wood,0,0,0
105,2,melon_stem,0.0,0.0,step.wood,0,0,0
105,3,melon_stem,0.0,0.0,step.wood,0,0,0
105,4,melon_stem,0.0,0.0,step.wood,0,0,0
105,5,melon_stem,0.0,0.0,step.wood,0,0,0
105,6,melon_stem,0.0,0.0,step.wood,0,0,0
105,7,melon_stem,0.0,0.0,step.wood,0,0,0
106,15,vine,0.2,0.2,step.grass,0,0,0
106,13,vine,0.2,0.2,step.grass,0,0,0
106,14,vine,0.2,0.2,step.grass,0,0,0
106,12,vine,0.2,0.2,step.grass,0,0,0
106,11,vine,0.2,0.2,step.grass,0,0,0
106,9,vine,0.2,0.2,step.grass,0,0,0
106,10,vine,0.2,0.2,step.grass,0,0,0
106,8,vine,0.2,0.2,step.grass,0,0,0
106,7,vine,0.2,0.2,step.grass,0,0,0
106,5,vine,0.2,0.2,step.grass,0,0,0
106,6,vine,0.2,0.2,step.grass,0,0,0
106,4,vine,0.2,0.2,step.grass,0,0,0
106,3,vine,0.2,0.2,step.grass,0,0,0
106,1,vine,0.2,0.2,step.grass,0,0,0
106,2,vine,0.2,0.2,step.grass,0,0,0
106,0,vine,0.2,0.2,step.grass,0,0,0
107,14,fence_gate,2.0,3.0,step.wood,0,0,0
107,6,fence_gate,2.0,3.0,step.wood,0,0,0
107,10,fence_gate,2.0,3.0,step.wood,0,0,0
107,2,fence_gate,2.0,3.0,step.wood,0,0,0
107,12,fence_gate,2.0,3.0,step.wood,0,0,0
107,4,fence_gate,2.0,3.0,step.wood,0,0,0
107,8,fence_gate,2.0,3.0,step.wood,0,0,0
107,0,fence_gate,2.0,3.0,step.wood,0,0,0
107,13,fence_gate,2.0,3.0,step.wood,0,0,0
107,5,fence_gate,2.0,3.0,step.wood,0,0,0
107,9,fence_gate,2.0,3.0,step.wood,0,0,0
107,1,fence_gate,2.0,3.0,step.wood,0,0,0
107,15,fence_gate,2.0,3.0,step.wood,0,0,0
107,7,fence_gate,2.0,3.0,step.wood,0,0,0
107,11,fence_gate,2.0,3.0,step.wood,0,0,0
107,3,fence_gate,2.0,3.0,step.wood,0,0,0
108,7,brick_stairs,2.0,6.0,step.stone,255,0,0
108,3,brick_stairs,2.0,6.0,step.stone,255,0,0
108,6,brick_stairs,2.0,6.0,step.stone,255,0,0
108,2,brick_stairs,2.0,6.0,step.stone,255,0,0
108,5,brick_stairs,2.0,6.0,step.stone,255,0,0
108,1,brick_stairs,2.0,6.0,step.stone,255,0,0
108,4,brick_stairs,2.0,6.0,step.stone,255,0,0
108,0,brick_stairs,2.0,6.0,step.stone,255,0,0
109,7,stone_brick_stairs,1.5,6.0,step.stone,255,0,0
109,3,stone_brick_stairs,1.5,6.0,step.stone,255,0,0
109,6,stone_brick_stairs,1.5,6.0,step.stone,255,0,0
109,2,stone_brick_stairs,1.5,6.0,step.stone,255,0,0
109,5,stone_brick_stairs,1.5,6.0,step.stone,255,0,0
109,1,stone_brick_stairs,1.5,6.0,step.stone,255,0,0
109,4,stone_brick_stairs,1.5,6.0,step.stone,255,0,0
109,0,stone_brick_stairs,1.5,6.0,step.stone,255,0,0
110,0,mycelium,0.6,0.6,step.grass,255,0,0
111,0,waterlily,0.0,0.0,step.grass,0,0,0
112,0,nether_brick,2.0,6.0,step.stone,255,0,0
113,0,nether_brick_fence,2.0,6.0,step.stone,0,0,0
114,7,nether_brick_stairs,2.0,6.0,step.stone,255,0,0
114,3,nether_brick_stairs,2.0,6.0,step.stone,255,0,0
114,6,nether_brick_stairs,2.0,6.0,step.stone,255,0,0
114,2,nether_brick_stairs,2.0,6.0,step.stone,255,0,0
114,5,nether_brick_stairs,2.0,6.0,step.stone,255,0,0
114,1,nether_brick_stairs,2.0,6.0,step.stone,255,0,0
114,4,nether_brick_stairs,2.0,6.0,step.stone,255,0,0
114,0,nether_brick_stairs,2.0,6.0,step.stone,255,0,0
115,0,nether_wart,0.0,0.0,step.stone,0,0,0
115,1,nether_wart,0.0,0.0,step.stone,0,0,0
115,2,nether_wart,0.0,0.0,step.stone,0,0,0
115,3,nether_wart,0.0,0.0,step.stone,0,0,0
116,0,enchanting_table,5.0,1200.0,step.stone,0,0,0
117,7,brewing_stand,0.5,0.5,step.stone,0,1,0
117,3,brewing_stand,0.5,0.5,step.stone,0,1,0
117,5,brewing_stand,0.5,0.5,step.stone,0,1,0
117,1,brewing_stand,0.5,0.5,step.stone,0,1,0
117,6,brewing_stand,0.5,0.5,step.stone,0,1,0
117,2,brewing_stand,0.5,0.5,step.stone,0,1,0
117,4,brewing_stand,0.5,0.5,step.stone,0,1,0
117,0,brewing_stand,0.5,0.5,step.stone,0,1,0
118,0,cauldron,2.0,2.0,step.stone,0,0,0
118,1,cauldron,2.0,2.0,step.stone,0,0,0
118,2,cauldron,2.0,2.0,step.stone,0,0,0
118,3,cauldron,2.0,2.0,step.stone,0,0,0
119,0,end_portal,-1.0,3600000.0,step.stone,0,15,0
120,6,end_portal_frame,-1.0,3600000.0,step.stone,0,1,0
120,4,end_portal_frame,-1.0,3600000.0,step.stone,0,1,0
120,5,end_portal_frame,-1.0,3600000.0,step.stone,0,1,0
120,7,end_portal_frame,-1.0,3600000.0,step.stone,0,1,0
120,2,end_portal_frame,-1.0,3600000.0,step.stone,0,1,0
120,0,end_portal_frame,-1.0,3600000.0,step.stone,0,1,0
120,1,end_portal_frame,-1.0,3600000.0,step.stone,0,1,0
120,3,end_portal_frame,-1.0,3600000.0,step.stone,0,1,0
121,0,end_stone,3.0,9.0,step.stone,255,0,0
122,0,dragon_egg,3.0,9.0,step.stone,0,1,0
123,0,redstone_lamp,0.3,0.3,step.stone,255,0,0
124,0,lit_redstone_lamp,0.3,0.3,step.stone,255,15,0
125,0,double_wooden_slab,2.0,3.0,step.wood,255,0,0
125,1,double_wooden_slab,2.0,3.0,step.wood,255,0,0
125,2,double_wooden_slab,2.0,3.0,step.wood,255,0,0
125,3,double_wooden_slab,2.0,3.0,step.wood,255,0,0
125,4,double_wooden_slab,2.0,3.0,step.wood,255,0,0
125,5,double_wooden_slab,2.0,3.0,step.wood,255,0,0
126,8,birch_slab,2.0,3.0,step.wood,255,0,0
126,9,jungle_slab,2.0,3.0,step.wood,255,0,0
126,10,acacia_slab,2.0,3.0,step.wood,255,0,0
126,11,dark_oak_slab,2.0,3.0,step.wood,255,0,0
126,12,oak_slab,2.0,3.0,step.wood,255,0,0
126,13,spruce_slab,2.0,3.0,step.wood,255,0,0
126,0,wooden_slab,2.0,3.0,step.wood,255,0,0
126,1,spruce_slab,2.0,3.0,step.wood,255,0,0
126,2,birch_slab,2.0,3.0,step.wood,255,0,0
126,3,jungle_slab,2.0,3.0,step.wood,255,0,0
126,4,acacia_slab,2.0,3.0,step.wood,255,0,0
126,5,dark_oak_slab,2.0,3.0,step.wood,255,0,0
127,2,cocoa,0.2,3.0,step.wood,0,0,0
127,0,cocoa,0.2,3.0,step.wood,0,0,0
127,1,cocoa,0.2,3.0,step.wood,0,0,0
127,3,cocoa,0.2,3.0,step.wood,0,0,0
127,6,cocoa,0.2,3.0,step.wood,0,0,0
127,4,cocoa,0.2,3.0,step.wood,0,0,0
127,5,cocoa,0.2,3.0,step.wood,0,0,0
127,7,cocoa,0.2,3.0,step.wood,0,0,0
127,10,cocoa,0.2,3.0,step.wood,0,0,0
127,8,cocoa,0.2,3.0,step.wood,0,0,0
127,9,cocoa,0.2,3.0,step.wood,0,0,0
127,11,cocoa,0.2,3.0,step.wood,0,0,0
128,7,sandstone_stairs,0.8,0.8,step.stone,255,0,0
128,3,sandstone_stairs,0.8,0.8,step.stone,255,0,0
128,6,sandstone_stairs,0.8,0.8,step.stone,255,0,0
128,2,sandstone_stairs,0.8,0.8,step.stone,255,0,0
128,5,sandstone_stairs,0.8,0.8,step.stone,255,0,0
128,1,sandstone_stairs,0.8,0.8,step.stone,255,0,0
128,4,sandstone_stairs,0.8,0.8,step.stone,255,0,0
128,0,sandstone_stairs,0.8,0.8,step.stone,255,0,0
129,0,emerald_ore,3.0,3.0,step.stone,255,0,0
130,2,ender_chest,22.5,600.0,step.stone,0,7,0
130,3,ender_chest,22.5,600.0,step.stone,0,7,0
130,4,ender_chest,22.5,600.0,step.stone,0,7,0
130,5,ender_chest,22.5,600.0,step.stone,0,7,0
131,14,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,6,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,12,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,4,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,13,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,5,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,15,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,7,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,10,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,2,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,8,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,0,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,9,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,1,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,11,tripwire_hook,0.0,0.0,step.stone,0,0,0
131,3,tripwire_hook,0.0,0.0,step.stone,0,0,0
132,15,tripwire,0.0,0.0,step.stone,0,0,0
132,13,tripwire,0.0,0.0,step.stone,0,0,0
132,14,tripwire,0.0,0.0,step.stone,0,0,0
132,12,tripwire,0.0,0.0,step.stone,0,0,0
132,7,tripwire,0.0,0.0,step.stone,0,0,0
132,5,tripwire,0.0,0.0,step.stone,0,0,0
132,6,tripwire,0.0,0.0,step.stone,0,0,0
132,4,tripwire,0.0,0.0,step.stone,0,0,0
132,11,tripwire,0.0,0.0,step.stone,0,0,0
132,9,tripwire,0.0,0.0,step.stone,0,0,0
132,10,tripwire,0.0,0.0,step.stone,0,0,0
132,8,tripwire,0.0,0.0,step.stone,0,0,0
132,3,tripwire,0.0,0.0,step.stone,0,0,0
132,1,tripwire,0.0,0.0,step.stone,0,0,0
132,2,tripwire,0.0,0.0,step.stone,0,0,0
132,0,tripwire,0.0,0.0,step.stone,0,0,0
133,0,emerald_block,5.0,6.0,step.stone,255,0,0
134,7,spruce_stairs,2.0,3.0,step.wood,255,0,0
134,3,spruce_stairs,2.0,3.0,step.wood,255,0,0
134,6,spruce_stairs,2.0,3.0,step.wood,255,0,0
134,2,spruce_stairs,2.0,3.0,step.wood,255,0,0
134,5,spruce_stairs,2.0,3.0,step.wood,255,0,0
134,1,spruce_stairs,2.0,3.0,step.wood,255,0,0
134,4,spruce_stairs,2.0,3.0,step.wood,255,0,0
134,0,spruce_stairs,2.0,3.0,step.wood,255,0,0
135,7,birch_stairs,2.0,3.0,step.wood,255,0,0
135,3,birch_stairs,2.0,3.0,step.wood,255,0,0
135,6,birch_stairs,2.0,3.0,step.wood,255,0,0
135,2,birch_stairs,2.0,3.0,step.wood,255,0,0
135,5,birch_stairs,2.0,3.0,step.wood,255,0,0
135,1,birch_stairs,2.0,3.0,step.wood,255,0,0
135,4,birch_stairs,2.0,3.0,step.wood,255,0,0
135,0,birch_stairs,2.0,3.0,step.wood,255,0,0
136,7,jungle_stairs,2.0,3.0,step.wood,255,0,0
136,3,jungle_stairs,2.0,3.0,step.wood,255,0,0
136,6,jungle_stairs,2.0,3.0,step.wood,255,0,0
136,2,jungle_stairs,2.0,3.0,step.wood,255,0,0
136,5,jungle_stairs,2.0,3.0,step.wood,255,0,0
136,1,jungle_stairs,2.0,3.0,step.wood,255,0,0
136,4,jungle_stairs,2.0,3.0,step.wood,255,0,0
136,0,jungle_stairs,2.0,3.0,step.wood,255,0,0
137,1,command_block,-1.0,3600000.0,step.stone,255,0,0
137,0,command_block,-1.0,3600000.0,step.stone,255,0,0
138,0,beacon,3.0,3.0,step.stone,0,15,0
139,0,cobblestone_wall,2.0,6.0,step.stone,0,0,0
139,1,mossy_cobblestone_wall,2.0,6.0,step.stone,0,0,0
140,0,flower_pot,0.0,0.0,step.stone,0,0,0
140,1,flower_pot,0.0,0.0,step.stone,0,0,0
140,2,flower_pot,0.0,0.0,step.stone,0,0,0
140,3,flower_pot,0.0,0.0,step.stone,0,0,0
140,4,flower_pot,0.0,0.0,step.stone,0,0,0
140,5,flower_pot,0.0,0.0,step.stone,0,0,0
140,6,flower_pot,0.0,0.0,step.stone,0,0,0
140,7,flower_pot,0.0,0.0,step.stone,0,0,0
140,8,flower_pot,0.0,0.0,step.stone,0,0,0
140,9,flower_pot,0.0,0.0,step.stone,0,0,0
140,10,flower_pot,0.0,0.0,step.stone,0,0,0
140,11,flower_pot,0.0,0.0,step.stone,0,0,0
140,12,flower_pot,0.0,0.0,step.stone,0,0,0
140,13,flower_pot,0.0,0.0,step.stone,0,0,0
140,14,flower_pot,0.0,0.0,step.stone,0,0,0
140,15,flower_pot,0.0,0.0,step.stone,0,0,0
141,0,carrots,0.0,0.0,step.grass,0,0,0
141,1,carrots,0.0,0.0,step.grass,0,0,0
141,2,carrots,0.0,0.0,step.grass,0,0,0
141,3,carrots,0.0,0.0,step.grass,0,0,0
141,4,carrots,0.0,0.0,step.grass,0,0,0
141,5,carrots,0.0,0.0,step.grass,0,0,0
141,6,carrots,0.0,0.0,step.grass,0,0,0
141,7,carrots,0.0,0.0,step.grass,0,0,0
142,0,potatoes,0.0,0.0,step.grass,0,0,0
142,1,potatoes,0.0,0.0,step.grass,0,0,0
142,2,potatoes,0.0,0.0,step.grass,0,0,0
142,3,potatoes,0.0,0.0,step.grass,0,0,0
142,4,potatoes,0.0,0.0,step.grass,0,0,0
142,5,potatoes,0.0,0.0,step.grass,0,0,0
142,6,potatoes,0.0,0.0,step.grass,0,0,0
142,7,potatoes,0.0,0.0,step.grass,0,0,0
143,8,wooden_button,0.5,0.5,step.wood,0,0,0
143,0,wooden_button,0.5,0.5,step.wood,0,0,0
143,13,wooden_button,0.5,0.5,step.wood,0,0,0
143,5,wooden_button,0.5,0.5,step.wood,0,0,0
143,12,wooden_button,0.5,0.5,step.wood,0,0,0
143,4,wooden_button,0.5,0.5,step.wood,0,0,0
143,11,wooden_button,0.5,0.5,step.wood,0,0,0
143,3,wooden_button,0.5,0.5,step.wood,0,0,0
143,10,wooden_button,0.5,0.5,step.wood,0,0,0
143,2,wooden_button,0.5,0.5,step.wood,0,0,0
143,9,wooden_button,0.5,0.5,step.wood,0,0,0
143,1,wooden_button,0.5,0.5,step.wood,0,0,0
144,8,skull,1.0,1.0,step.stone,0,0,0
144,0,skull,1.0,1.0,step.stone,0,0,0
144,9,skull,1.0,1.0,step.stone,0,0,0
144,1,skull,1.0,1.0,step.stone,0,0,0
144,10,skull,1.0,1.0,step.stone,0,0,0
144,2,skull,1.0,1.0,step.stone,0,0,0
144,11,skull,1.0,1.0,step.stone,0,0,0
144,3,skull,1.0,1.0,step.stone,0,0,0
144,12,skull,1.0,1.0,step.stone,0,0,0
144,4,skull,1.0,1.0,step.stone,0,0,0
144,13,skull,1.0,1.0,step.stone,0,0,0
144,5,skull,1.0,1.0,step.stone,0,0,0
145,2,anvil_very_damaged,5.0,1200.0,step.anvil,0,0,0
145,0,anvil,5.0,1200.0,step.anvil,0,0,0
145,1,anvil_slightly_damaged,5.0,1200.0,step.anvil,0,0,0
145,3,anvil_intact,5.0,1200.0,step.anvil,0,0,0
145,6,anvil_intact,5.0,1200.0,step.anvil,0,0,0
145,4,anvil_slightly_damaged,5.0,1200.0,step.anvil,0,0,0
145,5,anvil_very_damaged,5.0,1200.0,step.anvil,0,0,0
145,7,anvil_slightly_damaged,5.0,1200.0,step.anvil,0,0,0
145,10,anvil_slightly_damaged,5.0,1200.0,step.anvil,0,0,0
145,8,anvil_very_damaged,5.0,1200.0,step.anvil,0,0,0
145,9,anvil_intact,5.0,1200.0,step.anvil,0,0,0
145,11,anvil_very_damaged,5.0,1200.0,step.anvil,0,0,0
146,2,trapped_chest,2.5,2.5,step.wood,0,0,0
146,3,trapped_chest,2.5,2.5,step.wood,0,0,0
146,4,trapped_chest,2.5,2.5,step.wood,0,0,0
146,5,trapped_chest,2.5,2.5,step.wood,0,0,0
147,0,light_weighted_pressure_plate,0.5,0.5,step.wood,0,0,0
147,1,light_weighted_pressure_plate,0.5,0.5,step.wood,0,0,0
